ID,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
29323,NCDFI spotlite,hemantn,ashwinik,normal,minor,always,,Observation,2021-05-07,,,,public,2021-05-07,Direct match :- Trade book :- In exports some extra columns are getting displayed.,feedback,open,
29337,NCDFI spotlite,hemantn,ashwinik,normal,minor,always,,Observation,2021-05-07,,,,public,2021-05-07,Direct match :- Market watch summary :- While placing bid we have to select location again.,feedback,open,
29345,NCDFI spotlite,hemantn,ashwinik,normal,major,always,,Observation,2021-05-07,,,,public,2021-05-07,Direct match :- Margin block release report screen is not provided.,feedback,open,
29387,NCDFI spotlite,user19,ashwinik,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,"Direct Match :-In offer creating screen while selecting oldest date of produce it gives error message ""Parameter vlaue is missin",deployed_in_uat,fixed,
29385,NCDFI spotlite,user19,ashwinik,high,minor,always,,Bug,2021-05-07,,,,public,2021-05-07,Direct Match:- After order creation order status is displayed OpenPending. Internal Order NO:-01109181901037,deployed_in_uat,fixed,
29386,NCDFI spotlite,user19,ashwinik,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Direct Match:-Market watch summary details screen back button is not provided user needs to click on browser back button,deployed_in_uat,fixed,
29388,NCDFI spotlite,user19,ashwinik,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,"Direct Match:- While offer creation it displays error message ""Page NOt found""",deployed_in_uat,fixed,
29389,NCDFI spotlite,user19,ashwinik,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Direct Match:- While bid if we submit bid qty less than match qty than proper error message should be displayed.,deployed_in_uat,fixed,
29390,NCDFI spotlite,user19,ashwinik,normal,minor,always,,Observation,2021-05-07,,,,public,2021-05-07,Direct Match:- In order book order status was change to expired after 1-2 min . Internal Order NO:-01112145021864,deployed_in_uat,fixed,
29391,NCDFI spotlite,user19,ashwinik,normal,minor,always,,Bug,2021-05-07,,,,public,2021-05-07,Direct Match:- In order book and tradebook export data is not acording to old format it is displayed acording to Bilateral order,deployed_in_uat,fixed,
29392,NCDFI spotlite,user19,ashwinik,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Trade book Export:- In export of trade book in trade no column offer number is getting displayed.,deployed_in_uat,fixed,
29393,NCDFI spotlite,user19,ashwinik,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Direct Match:- While offer creation if we select valid upto hours than Min bid qty field is getting cleared.,deployed_in_uat,fixed,
29394,NCDFI spotlite,user19,ashwinik,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,"Direct Match:-After selecting Valid upto hours from dropdown then it displays error message ""Page Not found""",deployed_in_uat,fixed,
29397,NCDFI spotlite,user19,ashwinik,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Direct Match:-On market watch scree label name is ID but in marketwatch export label name is displayed token id.,deployed_in_uat,fixed,
29401,NCDFI spotlite,user19,ashwinik,high,major,sometimes,,Bug,2021-05-07,,,,public,2021-05-07,Direct Match:- If we create new offer with 1 hrs validity but after offer creation 10-15 sec are displayed extra,deployed_in_uat,fixed,
29400,NCDFI pfm,user19,ashwinir,normal,minor,always,,Bug,2021-05-07,,,,public,2021-05-07,Direct Match Notification:- After placing bid in notification first bid matched notification is displayed and then Bid recived n,assigned,open,
29399,NCDFI pfm,user19,ashwinir,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,"Direct Match pfm:- While updating Bilateral Expiry time it gives errror message""Please Enter Expiry Eod Time"" even though expir",assigned,open,
29398,NCDFI pfm,user19,ashwinir,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,"Direct Match pfm:- While updating Bilateral Expiry time it gives errror message""Please Enter Expiry Eod Time"" even though expir",assigned,open,
29396,NCDFI pfm,user19,ashwinir,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Direct match pfm:- Contrat Expiry -Even though contract expiry is set NO then also without entring Expriy Eod time user is not,assigned,open,
29395,NCDFI pfm,user19,ashwinir,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Contract Expiry :- Edit and view is not provided for Contract expiry screen,assigned,open,
29382,NCDFI pfm,ravinar,ashwinir,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,"After contract migration , in contract token parameter 4th parameter displayed blank and extra 11th parameter getting displayed",assigned,open,
29381,NCDFI spotlite,ravinar,dineshp,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,"""Yankee Trade ALLocation- After trade generation mail is received on email id but order status displayed as 'PFILL' instead of '",assigned,open,
29378,NCDFI pfm,ravinar,ashwinir,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,"""Quick auction floor all screen- In screen grid in warehouse parameter delivery initiation date displayed. In contract paramete",assigned,open,
29368,NCDFI spotlite,ravinar,dineshp,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Future Auction Watch- Unable to modify order as it display 'order min bid qty not in minimum maximum range'. ( Auction short cod,assigned,open,
29367,NCDFI spotlite,ravinar,dineshp,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Close ME auction- Even if margin is not present order getting placed successfully.Margin getting negative.,assigned,open,
29361,NCDFI,ravinar,dineshp,high,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Yankee Revese- For fill order status displayed as 'pfill' and pending qty displayed in negative. (exch ord no- 010991652150052),assigned,open,
29306,NCDFI pfm,hemantn,ashwinir,normal,minor,always,,Observation,2021-05-07,,,,public,2021-05-07,Direct match :- Order book :- Last column not displayed properly.,assigned,open,
29304,NCDFI pfm,hemantn,ashwinir,normal,minor,always,,Observation,2021-05-07,,,,public,2021-05-07,Bilateral expiry :- If we enter the same Expiry Serial No for 2nd time then 'Contract Expiry Details Already Exist' error is get,assigned,open,
29302,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-07,,,,public,2021-05-07,In bilateral expiry page if we enter Expiry hours as 1.30 then in 'View bilateral expiry' screen Expiry hours displayed as 1.,assigned,open,
29301,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-07,,,,public,2021-05-07,Bilateral Expiry :- In expiry serial no -ve number should not allow.,assigned,open,
29293,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,"Contract Migration : In contract token parameters, value for parameter 'Location' is not getting displayed.",assigned,open,
29292,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,Contract Migration : Bidder lot size / demand supply ratio getting displayed blank. cotract : SMPAAREY,assigned,open,
29291,NCDFI pfm,Upasanak,ashwinir,normal,major,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,Contract Migration : Contract session template is getting displayed blank. cotract : SMPAAREY,assigned,open,
29290,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,Contract Migration : commodity and market type is getting displayed blanked. cotract : SMPAAREY,assigned,open,
29289,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,Contract Migration : market type is getting displayed blank for contract : SCRAPTSGF,assigned,open,
29286,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,Contract Migration : Time session extenstion rule is not migrated properly. window period value is getting displayed blank. And,assigned,open,
29285,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,"Contract Migration :In Contract Token Parameter, 1st parameter Delivery End Date is getting displayed as Pricing Date.",assigned,open,
29284,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,"Contract Migration : after migration, some parameters are not getting displayed. Contract : MDGHEE",assigned,open,
29283,NCDFI pfm,Upasanak,ashwinir,normal,major,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,"Contract Migration : Contract token parameter values are getting displayed blank. Contract : JOWARKMF , SWPWDSCRPS , TELCRDPLAS",assigned,open,
29282,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-05-07,Contract Migration : Incorrect group code is getting displayed. Contract : SWPWDSCRPS,assigned,open,
29220,NCDFI pfm,hemantn,ashwinir,normal,minor,always,,Observation,2021-05-05,,,,public,2021-05-05,Parameter master :- Kindly provide '*' for mandatory fields.,assigned,open,
29219,NCDFI pfm,hemantn,ashwinir,normal,minor,always,,Observation,2021-05-05,,,,public,2021-05-05,Contarct :- View contract additional info screen is getting displayed.,assigned,open,
29218,NCDFI pfm,hemantn,ashwinir,normal,minor,always,,Observation,2021-05-05,,,,public,2021-05-05,View commodity :- If we enter commodity code & search then commodity code is getting removed from that filter.,assigned,open,
29217,NCDFI pfm,hemantn,ashwinir,normal,minor,always,,Observation,2021-05-05,,,,public,2021-05-05,Payment mode master :- Export name should be proper.,assigned,open,
29155,NCDFI spotlite,hemantn,ravindras,high,major,always,,Bug,2021-05-04,,,,public,2021-05-04,Auction market :- In orderbook data is not getting displayed.,assigned,open,
29154,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,In bidding app auction details screen contract name is not getting displayed.,assigned,open,
29151,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,"Group auction :- Migrated contract is not getting displayed in the order entry screen. (Market :- TSGF, Contract :- SCRAPTSGF)",assigned,open,
29150,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,Group auction :- Migrated market is not getting displayed in the order entry screen. (Market :- TSGF),assigned,open,
29149,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,"Contract migration :- View contract :- For group auctions ME instance id is getting displayed as blank. (Market :- TSGF, Contrac",assigned,open,
29148,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,"Contract migration :- Contract token parameters :- In 'Payment mode' drop down (NEML, NONNEML) are not getting displayed. But th",assigned,open,
29147,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,Auction entry :- For migrated contract in 'Commodity' drop down (Commodity code - Y) is getting displayed.,assigned,open,
29145,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,"After migration in contract token parameters 5th, 6th, 8th & 9th parameters are getting displayed as blank.",assigned,open,
29144,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,After migration in the view contract commodity is not getting displayed.,assigned,open,
29142,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,Contract migration :- Group code is already present in the system but in the contract group is getting displayed as blank. (Mark,assigned,open,
29141,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,"Contract migration :- ME instance id is getting displayed as blank. (Market :- KMF, NCEO & Contract :- JOWARKMF, TELCRDPLAS).",assigned,open,
29140,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-05-04,,,,public,2021-05-04,Contract migration :- For all migrated contracts Contract description & Market type are getting displayed as blank.,assigned,open,
28846,NCDFI pfm,hemantn,ashwinir,normal,major,always,,Bug,2021-04-27,,,,public,2021-04-27,"If we do a 'Copy contract' then in the bidding app, auction details screen contract name & commodity name are not getting displa",assigned,open,
19341,NCDFI hostend,asham,dineshp,normal,minor,always,,Bug,2020-08-31,,,,public,2021-04-24,"Landed price auction---In bidding price enter as 598 but in the bid price, it is updating as 600. Landed price should be updated",assigned,open,
28187,NCDFI pfm,poonamc,ashwinir,normal,minor,always,,Observation,2021-04-08,,,,public,2021-04-08,"In the order entry screen, 'Commodity' dropdown displays SMPAAVIN-SMPAAVIN but commodity code is SMPAAVIN and commodity name is",closed,open,
28185,NCDFI hostend,poonamc,dineshp,normal,major,always,,Bug,2021-04-08,,,,public,2021-04-08,If a bidder cancels a bid in the 2nd round and places a new bid then its bid is rejected with a reason 'Member did not participa,assigned,open,
27319,NCDFI spotlite,hemantn,spotlite,normal,major,always,,Observation,2021-03-04,,,,public,2021-03-04,Auction winner list :- Bid rank should be in ascending order.,assigned,open,
27318,NCDFI spotlite,hemantn,spotlite,normal,major,always,,Bug,2021-03-04,,,,public,2021-03-04,Market watch/Auction floor :- Trade price should be 2 decimal. Auction no :- 010631324420011,assigned,open,
27191,NCDFI spotlite,hemantn,spotlite,normal,minor,always,,Observation,2021-03-02,,,,public,2021-03-02,In transport cost pop up there should be space in between Auction no.,assigned,open,
20503,NCDFI spotlite,ravinar,vikramm,high,major,always,,Bug,2020-09-24,,,,public,2020-11-10,allocationutility.neml.xyz :- After uploading annexure 5 for partially fill record fill status displayed in order book.,deployed_in_uat,open,
22736,NCDFI posttrade,hemantn,shatrudhank,normal,minor,always,,Observation,2020-11-09,,,,public,2020-11-09,PSF mail :- In region after state () are getting displayed.,assigned,open,
22735,NCDFI posttrade,hemantn,shatrudhank,normal,minor,always,,Observation,2020-11-09,,,,public,2020-11-09,PSF mail :- Nafed Ahmedabad officials email id should be on the next line.,assigned,open,
22734,NCDFI posttrade,hemantn,shatrudhank,normal,major,always,,Bug,2020-11-09,,,,public,2020-11-09,PSF mail :- NAFED officials 2nd email id is missing for Indore location.,assigned,open,
22054,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-10-28,,,,public,2020-10-28,If seller short closes the record then incorrect value is updated in Cumulative trade value column of TCS report.,closed,open,
22053,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-10-28,,,,public,2020-10-28,If we update PAN no. on buyer update process then cumulative trade value for a new PAN is not increased after performing buyer p,closed,open,
21618,NCDFI posttrade,hemantn,shatrudhank,normal,major,always,,Bug,2020-10-20,,,,public,2020-10-20,In DO print Buyer PAN no is not provided. Obligation :- 1015820102020164656,assigned,open,
21605,NCDFI posttrade,hemantn,shatrudhank,normal,major,always,,Bug,2020-10-20,,,,public,2020-10-20,In obligation cancelation screen data is not getting displayed.,assigned,open,
21600,NCDFI posttrade,hemantn,shatrudhank,normal,major,always,,Observation,2020-10-20,,,,public,2020-10-20,"For group auction template if we short closed any record then remaining TDS is not credited to seller. Group code :- TSOFGROUP,",assigned,open,
21604,NCDFI posttrade,hemantn,shatrudhank,normal,minor,always,,Observation,2020-10-20,,,,public,2020-10-20,"Group code :- LMAUCSALE2, Delivery mode :- EX-CHILLINGPLANT template projected SD payin/payout is not getting displayed.",assigned,open,
21547,NCDFI posttrade,user19,shatrudhank,normal,minor,always,,Observation,2020-10-19,,,,public,2020-10-19,If client bank details are blank then Trade confirmation mail is not getting received.,assigned,open,
21105,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-09,,,,public,2020-10-09,"ConsumerFED- Wrong amount of payin,commodity gst and tcs getting calculated after buyer payin process.1036809102020204518",assigned,open,
21104,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-09,,,,public,2020-10-09,ConsumerFED template- Even if margin deposited or buyer has sufficient margin then buyer payin and seller payout not getting tri,assigned,open,
21073,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-08,,,,public,2020-10-08,"HBL Template - If obligation is exempted and buyer seller pan no is blank then TCS - 1% ,TDS- 5% is applicable but in buyer upda",assigned,open,
21060,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-08,,,,public,2020-10-08,HBL TEMPLATE- After multiple lifting TCS is calculated with extra 2RS credited to seller and TDS calculated with extra 1 RS debi,assigned,open,
21048,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-07,,,,public,2020-10-07,Supply CO Template-After default Cumulative trade value is not updated if trade value is less than TCS limit.,assigned,open,
21026,NCDFI posttrade,ravinar,shatrudhank,normal,minor,always,,Bug,2020-10-07,,,,public,2020-10-07,Supply co template- Projected TCS getting displayed even if cumulative trade value is less than tcs limit= 50 lac,assigned,open,
21027,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-07,,,,public,2020-10-07,Supply co template- In seller payout TCS is not getting calculated with other charges.In buyer payin TCS is properly debited wit,assigned,open,
20974,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-06,,,,public,2020-10-06,Supply co template-After margin release process is done SD getting debited from cumulative trade value. So cumulative trade valu,assigned,open,
20973,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-06,,,,public,2020-10-06,Supply co template -TCS is not getting calculated with trade value + commodity gst - other charges.Now other charges are not deb,assigned,open,
20953,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-06,,,,public,2020-10-06,Supply co template - While doing buyer update with qty it gives order data not found but process getting completed.,assigned,open,
20951,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-06,,,,public,2020-10-06,"Supply co template- TCS of 197Rs. was calculated properly but at closure stage, 9Rs. tcs is getting credited to buyer and debi",assigned,open,
20952,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-06,,,,public,2020-10-06,Supply co template- Default process is done after trade mapping then SD payout getting posted in dues book.,assigned,open,
20932,NCDFI posttrade,Upasanak,nidhik,normal,major,have not tried,,Bug,2020-10-06,,,,public,2020-10-06,"Supplyco Template : TCS of 63Rs. was calculated properly but at closure stage, 3Rs. tcs is getting credited to buyer and debit",assigned,open,
20892,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-05,,,,public,2020-10-05,HBL template - TDS again getting credited to seller in actual commodity payin.,assigned,open,
20891,NCDFI posttrade,ravinar,shatrudhank,normal,minor,always,,Bug,2020-10-05,,,,public,2020-10-05,HBL template- Total 100 qty traded with price 3800 split is done as 20 and 80 qty.for 20 qty tcs debited from buyer is 599RS. Do,assigned,open,
20890,NCDFI posttrade,ravinar,shatrudhank,high,minor,always,,Bug,2020-10-05,,,,public,2020-10-05,HBL template- Before split in projected TCS amount getting round off properly but after split amount not getting round off.,assigned,open,
20829,NCDFI posttrade,vinishak,shatrudhank,normal,minor,have not tried,,Bug,2020-10-02,,,,public,2020-10-02,"NAFED 12-88 Template - DO print issue for split obligation - In DO print of 1st split obligation, TCS is added in 12% DO alloc a",assigned,open,
20828,NCDFI posttrade,vinishak,shatrudhank,normal,minor,have not tried,,Bug,2020-10-02,,,,public,2020-10-02,NAFED 12-88 Template : Issue in split obligation - If we split obligation in 'Buyer Update' then remaining TCS amount is debited,assigned,open,
20796,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-10-01,,,,public,2020-10-01,Tcs is not getting calculate for obligation :- 1011801102020104103,assigned,open,
20793,NCDFI posttrade,hemantn,shatrudhank,normal,minor,always,,Bug,2020-10-01,,,,public,2020-10-01,In buyer update we remove Client Doc No but while do generation Client Doc No is getting displayed.,assigned,open,
20792,NCDFI posttrade,hemantn,shatrudhank,normal,major,always,,Bug,2020-10-01,,,,public,2020-10-01,While do generation auto logout but record is getting locked. Obligation :- 1011801102020104103,assigned,open,
20791,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-10-01,,,,public,2020-10-01,HBLSUG TEMPLATE-Buyer pay-in is not triggered even if user has sufficient available margin. Obligation no- 1013201102020104604,assigned,open,
20785,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Observation,2020-09-30,,,,public,2020-09-30,Old template: NAFED DO print- PAN no. is displayed blank and TCS is displayed as NA,assigned,open,
20784,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-30,,,,public,2020-09-30,Old template: In buyer update client doc no. is displayed blank but its present in Trading account table,assigned,open,
20783,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-30,,,,public,2020-09-30,Old template: PAN no. is not displayed for payin/payout entries in funds ledger,assigned,open,
20771,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-30,,,,public,2020-09-30,NAFED 12-88- wrong amount is calculated in TDS,assigned,open,
20770,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-30,,,,public,2020-09-30,"nafed 12-88: In projected debit, credit entry of TDS and TCS incorrect amount is displayed",assigned,open,
20769,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-30,,,,public,2020-09-30,Buyer update: In 'Client doc no.' field if we enter a PAN in correct format it displays error Validation failed,assigned,open,
20768,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-30,,,,public,2020-09-30,Buyer update: If PAN no. format entered in 'Client doc no.' field is not proper it should display proper error,assigned,open,
20767,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-30,,,,public,2020-09-30,Buyer update: Client doc no. is present in DB but its displayed blank in buyer update stage,assigned,open,
20765,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-30,,,,public,2020-09-30,NAFED 12-88: Seller PAN no. is present but 5% TDS is applied to Seller,assigned,open,
20732,NCDFI posttrade,user19,shatrudhank,high,major,always,,Bug,2020-09-30,,,,public,2020-09-30,If member is individual member then on first trade tds value was not calculated because value was less than 5 lakhs .But if same,assigned,open,
20731,NCDFI posttrade,ravinar,shatrudhank,high,major,always,,Bug,2020-09-30,,,,public,2020-09-30,TDS and TCS is not calculated on cumulative trade value i.e trade value - other charges or trade value + other charges.,assigned,open,
20730,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-29,,,,public,2020-09-29,Cumulative Tcs Book: if trade value is less than 50 lakh then TCS is not applied but its entry is not displayed in Cumulative Tc,assigned,open,
20728,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-09-29,,,,public,2020-09-29,KFCPALMFRT :- TCS & TDS is not getting calculate on other charge. Also cumulative trade is 16lac for seller then also for curren,assigned,open,
20726,NCDFI posttrade,Upasanak,shatrudhank,normal,major,have not tried,,Bug,2020-09-29,,,,public,2020-09-29,SUPLCORIC2 Template: TCS is getting credited to Seller though it is not debited from buyer as cumulative trade value is 200000(,assigned,open,
20725,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-09-29,,,,public,2020-09-29,HBLSUGAR :- If TCS is 0.075 & Exemption is 0.03 then incorrect TCS is getting calculated. Obligation :- 1258504092020180558,assigned,open,
20721,NCDFI posttrade,poonamc,shatrudhank,normal,minor,always,,Observation,2020-09-29,,,,public,2020-09-29,nafed 12-88: DO print- rounding off issue in TCS charges in the print if multiple DOs are generated,assigned,open,
20720,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-29,,,,public,2020-09-29,"Cumulative TCS book- Seller DOC no, TCS percent, TCS value credit are displayed blank, TCS exemp is not added bt it displays 0.0",assigned,open,
20719,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-29,,,,public,2020-09-29,NAFED do print- PAN no. should be renamed as Buyer PAN No.,assigned,open,
20718,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-09-29,,,,public,2020-09-29,HBLSUGER :- TCS & TDS are not getting calculate on warehouse charge. Obligation :- 1258604092020180558,assigned,open,
20715,NCDFI posttrade,hemantn,shatrudhank,normal,major,always,,Bug,2020-09-29,,,,public,2020-09-29,TCS Report :- For member TCS% & TCs Exemp % are displayed incorrect. Member :- 10012,assigned,open,
20713,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-09-29,,,,public,2020-09-29,HBLSUGAR :- Trade value is 8lac. From buy side 150 TCS debited as per 3lac but for sell side 400 TCS is credited as per 8lac. Ob,assigned,open,
20711,NCDFI posttrade,vinishak,shatrudhank,normal,minor,have not tried,,Bug,2020-09-29,,,,public,2020-09-29,Incorrect TDS/TCS charges are calculated after 'Adhoc Penalty Process'.,assigned,open,
20706,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-09-29,,,,public,2020-09-29,Member cross 5Lac limit in his 1st obligation. Now his trade value is 2000 for 2nd obligation but TCS & TDS are not getting calc,assigned,open,
20699,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-29,,,,public,2020-09-29,"After rejecting a registration if member changes the profile , it has come for approval but old rejection reason displayed in th",assigned,open,
20694,NCDFI posttrade,Upasanak,shatrudhank,normal,major,have not tried,,Bug,2020-09-29,,,,public,2020-09-29,TDS Report : Incorrect Cumulative TDS and cumulative trade value is getting displayed.,assigned,open,
20697,NCDFI posttrade,Upasanak,shatrudhank,normal,minor,have not tried,,Bug,2020-09-29,,,,public,2020-09-29,TDS/TCS Report : Incorrect doc id is getting displayed .,assigned,open,
20691,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-29,,,,public,2020-09-29,TCS report: Incorrect value is displayed in 'Cumulative TCS value' & 'Cumulative Trade value' columns,assigned,open,
20690,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-29,,,,public,2020-09-29,"nafed 12-88: After adding TDS, TCS charges 88% payin process is stuck in pay tracker as member has a shortage of TDS,TCS amount",assigned,open,
20679,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-28,,,,public,2020-09-28,"ConsumerFED- in adhoc penalty process if charges are entered then incorrect amount is calculated in TCS, TDS charges",assigned,open,
20652,NCDFI posttrade,Upasanak,shatrudhank,normal,minor,have not tried,,Bug,2020-09-28,,,,public,2020-09-28,"SUPLRIC2 template : on buyer update with qty stage, after clicking on 'Submit Buyer Information' , message is getting displayed",assigned,open,
20676,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-28,,,,public,2020-09-28,On Loan disbursement process it displays error 'Disbursement Application Failed',assigned,open,
20672,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-09-28,,,,public,2020-09-28,HBLSUGER :- Old obligation -> Buyer pay in was already done. Now if we settled record then TCS charge were computed as per trade,assigned,open,
20635,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-28,,,,public,2020-09-28,"In consumerFED template only SD payout is pending but on closure TDS, TCS are debited, if we dont keep them on closure then thos",assigned,open,
20607,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-09-26,,,,public,2020-09-26,Incorrect TCS & TDS is getting calculated for obligation :- 1181910092020175549,assigned,open,
20569,NCDFI posttrade,Upasanak,shatrudhank,normal,minor,have not tried,,Observation,2020-09-25,,,,public,2020-09-25,"In funds ledger and funds ledger report, for fund deposit , fund withdraw , doc no is not getting displayed",assigned,open,
20568,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-25,,,,public,2020-09-25,INDIFI: Loan details screen- After applying for a loan two records are displayed in the screen for same obligation,assigned,open,
20552,NCDFI posttrade,hemantn,shatrudhank,normal,minor,always,,Observation,2020-09-25,,,,public,2020-09-25,For contract TCS is 0.1 & for member TCS exception is 0.1 but projected TCS is getting displayed for buyer. Obligation ;- 103002,assigned,open,
20544,NCDFI posttrade,poonamc,shatrudhank,normal,major,always,,Bug,2020-09-25,,,,public,2020-09-25,HAFED 15-85 template: in payin scheduler extra entry of seller payout with amount -4000 is posted,assigned,open,
20536,NCDFI posttrade,hemantn,shatrudhank,normal,major,always,,Bug,2020-09-25,,,,public,2020-09-25,Incorrect TCS is getting calculated on buy side. Obligation :- 1003325092020111712,assigned,open,
20377,NCDFI posttrade,hemantn,shatrudhank,high,major,always,,Bug,2020-09-22,,,,public,2020-09-24,TCS & TDS charges are not getting calculated for obligation 1008022092020161034.,closed,open,
